N,P,K,temperature,humidity,ph,rainfall,label
78.5,46.53,40.94,18.95,99.12,6.23,221.99,coffee
91.72,40.03,48.95,23.82,97.74,5.68,195.1,coffee
111.21,50.78,37.52,23.36,98.7,6.25,200.15,coffee
76.51,44.41,49.15,20.32,97.92,6.0,216.36,coffee
88.74,45.61,46.97,22.54,98.57,6.14,172.22,coffee
113.8,46.92,43.8,22.02,97.3,5.95,195.55,coffee
87.16,44.87,43.33,20.37,97.78,5.92,192.0,coffee
80.6,42.32,42.64,22.14,97.43,5.88,199.43,coffee
91.81,39.6,45.16,21.25,97.99,5.96,182.26,coffee
96.49,48.91,49.86,19.05,96.87,5.91,193.12,coffee
88.5,50.59,39.23,23.75,95.82,6.42,178.05,coffee
68.72,40.36,52.92,23.03,99.44,6.06,194.06,coffee
83.05,48.27,44.38,20.6,97.6,6.26,228.56,coffee
75.51,54.0,48.26,26.11,96.74,6.11,216.7,coffee
85.06,49.66,60.99,24.23,96.81,6.09,204.72,coffee
84.88,47.41,36.76,23.41,98.22,5.98,179.48,coffee
92.53,49.8,44.28,22.36,98.34,6.16,186.81,coffee
85.29,51.27,44.54,20.2,97.27,5.98,209.14,coffee
83.71,53.89,47.46,19.89,97.79,6.17,205.96,coffee
82.18,36.4,40.04,23.1,99.12,5.84,198.88,coffee
78.25,33.93,44.07,25.16,98.22,5.78,173.78,coffee
100.5,40.89,46.08,20.61,97.85,6.19,210.09,coffee
88.99,37.2,42.67,17.99,97.57,5.9,192.45,coffee
73.27,49.19,49.39,19.59,98.66,5.77,211.13,coffee
103.57,44.49,46.11,21.98,98.88,6.03,199.1,coffee
92.96,38.5,43.98,19.25,96.37,5.51,175.23,coffee
94.46,35.34,51.77,21.69,98.35,6.02,190.78,coffee
92.51,40.4,51.24,21.54,98.88,6.16,209.94,coffee
102.76,43.62,47.6,24.76,97.44,5.98,197.57,coffee
74.72,57.91,52.03,20.23,97.11,6.05,221.7,coffee
96.42,46.79,44.25,19.76,97.18,5.85,211.01,coffee
87.65,44.21,37.75,19.49,97.4,6.18,189.34,coffee
84.78,44.14,44.74,23.99,98.98,6.15,203.51,coffee
103.32,46.44,44.06,18.33,95.32,5.88,179.16,coffee
81.13,40.85,44.81,24.57,98.76,5.86,223.15,coffee
75.95,44.46,42.54,20.09,96.5,6.06,170.67,coffee
94.77,51.58,40.99,19.6,97.78,6.15,231.94,coffee
81.89,47.88,47.85,25.0,97.39,5.97,190.01,coffee
84.68,47.43,32.36,24.31,97.96,6.19,196.75,coffee
80.35,44.01,49.11,23.95,98.35,5.9,198.11,coffee
84.33,47.21,41.21,19.26,97.05,6.0,170.53,coffee
75.18,43.48,52.18,21.51,96.89,5.73,182.56,coffee
101.33,50.47,40.05,23.95,96.47,5.79,217.12,coffee
84.57,49.81,52.26,22.27,98.38,6.31,212.39,coffee
104.8,47.37,41.84,22.58,98.43,5.84,204.08,coffee
101.9,52.22,42.55,20.61,97.54,6.41,188.91,coffee
75.01,50.04,37.75,22.24,96.98,6.2,192.36,coffee
100.62,41.22,49.06,22.83,97.41,6.25,209.25,coffee
86.76,45.58,37.02,22.73,97.28,6.16,194.4,coffee
96.02,44.4,48.34,20.99,97.24,5.86,180.23,coffee
80.44,52.95,50.94,22.45,97.35,5.96,184.49,coffee
